ID,Name,Description,Dataset_ID,Category,Type,Units,Source,Changes,Notes
SCCS1253,Pathogen stress: Leishmanias,"Low, B. S. (1994). Pathogen intensity cross-culturally. World Cultures, 8(1), 24-34.",SCCS,"Health,Ecology",Ordinal,,low1994pathogen,,
SCCS1254,Pathogen stress: Trypanosomes,"Low, B. S. (1994). Pathogen intensity cross-culturally. World Cultures, 8(1), 24-34.",SCCS,"Health,Ecology",Ordinal,,low1994pathogen,,
SCCS1255,Pathogen stress: Malaria,"Low, B. S. (1994). Pathogen intensity cross-culturally. World Cultures, 8(1), 24-34.",SCCS,"Health,Ecology",Ordinal,,low1994pathogen,,
SCCS1256,Pathogen stress: Schistosomes,"Low, B. S. (1994). Pathogen intensity cross-culturally. World Cultures, 8(1), 24-34.",SCCS,"Health,Ecology",Ordinal,,low1994pathogen,,
SCCS1257,Pathogen stress: Filariae,"Low, B. S. (1994). Pathogen intensity cross-culturally. World Cultures, 8(1), 24-34.",SCCS,"Health,Ecology",Ordinal,,low1994pathogen,,
SCCS1258,Pathogen stress: Spirochetes,"Low, B. S. (1994). Pathogen intensity cross-culturally. World Cultures, 8(1), 24-34.",SCCS,"Health,Ecology",Ordinal,,low1994pathogen,,
SCCS1259,Pathogen stress: Leprosy,"Low, B. S. (1994). Pathogen intensity cross-culturally. World Cultures, 8(1), 24-34.",SCCS,"Health,Ecology",Ordinal,,low1994pathogen,,
SCCS1260,Pathogen stress: Total Pathogen Stress,"Low, B. S. (1994). Pathogen intensity cross-culturally. World Cultures, 8(1), 24-34.",SCCS,"Health,Ecology",Ordinal,,low1994pathogen,,
SCCS1261,Ordinary Nutritional Conditions and Endemic Starvation,"Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.",SCCS,"Subsistence,Health",Ordinal,,dirks1993starvation,,
SCCS1262,Occurrence of Short-term Starvation,"Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.",SCCS,"Subsistence,Health",Ordinal,,dirks1993starvation,,
SCCS1263,Occurrence of Seasonal Starvation,"Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.",SCCS,"Subsistence,Health",Ordinal,,dirks1993starvation,,
SCCS1264,Temporal Control Codes for Seasonal Starvation,"Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.",SCCS,"Subsistence,Health",Ordinal,,dirks1993starvation,,
SCCS1265,Occurrence of Famine,"Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.",SCCS,"Subsistence,Health",Ordinal,,dirks1993starvation,,
SCCS1266,Temporal Control Codes for the Occurrence of Famine,"Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.",SCCS,"Subsistence,Health",Ordinal,,dirks1993starvation,,
SCCS1267,Severity of Famine,"Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.",SCCS,"Subsistence,Health",Ordinal,,dirks1993starvation,,
SCCS1268,Persistence of Famine,"Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.",SCCS,"Subsistence,Health",Ordinal,,dirks1993starvation,,
SCCS1269,Recurrence of Famine,"Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.",SCCS,"Subsistence,Health",Ordinal,,dirks1993starvation,,
SCCS1270,Contingency of Famine,"Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.",SCCS,"Subsistence,Health",Ordinal,,dirks1993starvation,,
SCCS1271,Adult Land Clearance: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1272,Adult Soil Preparation: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1273,Adult Planting: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1274,Adult Crop Tending: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1275,Adult Harvesting: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1276,Adult Agricultural Task Unspecified: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1277,Adult Other Agricultural Chores: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1278,Child Land Clearance: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1279,Child Soil Preparation: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1280,Child Planting: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1281,Child Crop Tending: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1282,Child Harvesting: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1283,Child Agricultural Task Unspecified: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1284,Child Other Agricultural Chores: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1285,Children under 6 Clear Land: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1286,Children under 6 Soil Preparation: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1287,Children under 6 Planting: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1288,Children under 6 Crop Tending: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1289,Children under 6 Harvesting: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1290,Children under 6 Agricultural Tasks Unspecified: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1291,Children under 6 Other Agricultural Chores: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1292,Children 6 to 10 Clear Land: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1293,Children 6 to 10 Soil Preparation: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1294,Children 6 to 10 Planting: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1295,Children 6 to 10 Crop Tending: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1296,Children 6 to 10 Harvesting: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1297,Children 6 to 10 Agricultural Tasks Unspecified: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1298,Children 6 to 10 Other Agricultural Chores: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1299,Children over 10 Clear Land: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1300,Children over 10 Soil Preparation: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1301,Children over 10 Planting: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1302,Children over 10 Crop Tending: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1303,Children over 10 Harvesting: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1304,Children over 10 Agricultural Tasks Unspecified: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1305,Children over 10 Other Agricultural Chores: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1306,Uses of Fruits of Labour: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1307,Children Clear Land Alone: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1308,Children Prepare Soil Alone: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1309,Children Plant Alone: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1310,Children Tend Crops Alone: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1311,Children Harvest Alone: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1312,Children Do Unspecified Agricultural Tasks Alone: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1313,Children Do Other Agricultural Chores Alone: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1314,Children Clear Land with Other Kids: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1315,Children Prepare Soil with Other Kids: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1316,Children Plant with Other Kids: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1317,Children Tend Crops with Other Kids: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1318,Children Harvest with Other Kids: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1319,Children Do Unspecified Chores with Other Kids: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1320,Children Do Other Agricultural Chores with Other Kids: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1321,Children Clear Land with Adults: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1322,Children Prepare Soil with Adults: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1323,Children Plant with Adults: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1324,Children Tend Crops with Adults: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1325,Children Harvest with Adults: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1326,Children Do Unspecified Agricultural Tasks with Adults: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1327,Children Do Other Agricultural Chores with Adults: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1328,Importance of Boy Clearing: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1329,Importance of Boy Preparing Soil: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1330,Importance of Boy Planting: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1331,Importance of Boy Tending Crops: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1332,Importance of Boy Harvesting: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1333,Importance of Boy Unspecified Agricultural Tasks: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1334,Importance of Boy Other Agricultural Chores: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1335,Importance of Girl Clearing: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1336,Importance of Girl Preparing Soil: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1337,Importance of Girl Planting: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1338,Importance of Girl Tending Crops: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1339,Importance of Girl Harvesting: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1340,Importance of Girl Unspecified Agricultural Tasks: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1341,Importance of Girl Other Agricultural Chores: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1342,Adult Preference in Land Clearing: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1343,Adult Preference in Soil Preparation: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1344,Adult Preference in Planting: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1345,Adult Preference in Crop Tending: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1346,Adult Preference in Harvesting: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1347,Adult Preference in Unspecified Agricultural Tasks: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1348,Adult Preference in Other Agricultural Chores: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1349,Primary Crop Name,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1350,Other Primary Crop Name,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1351,Irrigation Used: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Ordinal,,bradley1994household,,
SCCS1352,Hand Plow Used: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Ordinal,,bradley1994household,,
SCCS1353,Animal Plow Used: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Ordinal,,bradley1994household,,
SCCS1354,Terraces and Mounds Used: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Ordinal,,bradley1994household,,
SCCS1355,Fences Used: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Ordinal,,bradley1994household,,
SCCS1356,Green Manure and Mulch Used: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Ordinal,,bradley1994household,,
SCCS1357,Animal Manure Used: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Ordinal,,bradley1994household,,
SCCS1358,Human Manure Used: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Ordinal,,bradley1994household,,
SCCS1359,Pesticides Used: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Ordinal,,bradley1994household,,
SCCS1360,Extent of Weeding: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1361,Crop Supervision: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1362,Planting Techniques: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1363,Shortest Length of Fallow: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1364,Soil Treatments/Sands Used: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Ordinal,,bradley1994household,,
SCCS1365,Chemical Fertilizers Used: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Ordinal,,bradley1994household,,
SCCS1366,Stakes and Trellises Used: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Ordinal,,bradley1994household,,
SCCS1367,Adult Land Clearance: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1368,Adult Soil Preparation: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1369,Adult Planting: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1370,Adult Crop Tending: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1371,Adult Harvesting: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1372,Adult Agricultural Task Unspecified: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1373,Adult Other Agricultural Chores: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1374,Child Land Clearance: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1375,Child Soil Preparation: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1376,Child Planting: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1377,Child Crop Tending: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1378,Child Crop Harvesting: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1379,Child Agricultural Task Unspecified: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1380,Child Other Agricultural Chores: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
