ID,Name,Description,ColumnSpec,category,type,unit,source_comment,changes,comment,Contribution_ID
SCCS1207,Avoidance: F-hzs or M-mbw Husband's Sister's Husband,"Kin Avoidance defined as reciprocal communicative avoidance: neither one can talk to the other.

White, D. R. (1989). Kinship avoidance. World Cultures 5(4).",,Kinship,Categorical,,white1989avoidance,,,dplace-dataset-sccs
SCCS1208,Avoidance: F-heb or M-ybw Husband's Elder Brother,"Kin Avoidance defined as reciprocal communicative avoidance: neither one can talk to the other.

White, D. R. (1989). Kinship avoidance. World Cultures 5(4).",,Kinship,Categorical,,white1989avoidance,,,dplace-dataset-sccs
SCCS1209,Avoidance: F-hyb or M-ebw Husband's Younger Brother,"Kin Avoidance defined as reciprocal communicative avoidance: neither one can talk to the other.

White, D. R. (1989). Kinship avoidance. World Cultures 5(4).",,Kinship,Categorical,,white1989avoidance,,,dplace-dataset-sccs
SCCS1210,Avoidance: F-hbs or M-fbw Husband's Brother's Son,"Kin Avoidance defined as reciprocal communicative avoidance: neither one can talk to the other.

White, D. R. (1989). Kinship avoidance. World Cultures 5(4).",,Kinship,Categorical,,white1989avoidance,,,dplace-dataset-sccs
SCCS1211,Avoidance: F-eb or M-yz Brother-elder Sister,"Kin Avoidance defined as reciprocal communicative avoidance: neither one can talk to the other.

White, D. R. (1989). Kinship avoidance. World Cultures 5(4).",,Kinship,Categorical,,white1989avoidance,,,dplace-dataset-sccs
SCCS1212,Avoidance: M-ez or F-yb Brother-younger Sister,"Kin Avoidance defined as reciprocal communicative avoidance: neither one can talk to the other.

White, D. R. (1989). Kinship avoidance. World Cultures 5(4).",,Kinship,Categorical,,white1989avoidance,,,dplace-dataset-sccs
SCCS1213,Avoidance: F-fs or M-fd Half-elder? Sibling,"Kin Avoidance defined as reciprocal communicative avoidance: neither one can talk to the other.

White, D. R. (1989). Kinship avoidance. World Cultures 5(4).",,Kinship,Categorical,,white1989avoidance,,,dplace-dataset-sccs
SCCS1214,Avoidance: F-ms or M-md Half-younger? Sibling,"Kin Avoidance defined as reciprocal communicative avoidance: neither one can talk to the other.

White, D. R. (1989). Kinship avoidance. World Cultures 5(4).",,Kinship,Categorical,,white1989avoidance,,,dplace-dataset-sccs
SCCS1215,Avoidance: F-mezs or M-myzd Matrilateral Parallel Cousin,"Kin Avoidance defined as reciprocal communicative avoidance: neither one can talk to the other.

White, D. R. (1989). Kinship avoidance. World Cultures 5(4).",,Kinship,Categorical,,white1989avoidance,,,dplace-dataset-sccs
SCCS1216,Avoidance: F-myzs or M-mezd Matrilateral Parallel Cousin,"Kin Avoidance defined as reciprocal communicative avoidance: neither one can talk to the other.

White, D. R. (1989). Kinship avoidance. World Cultures 5(4).",,Kinship,Categorical,,white1989avoidance,,,dplace-dataset-sccs
SCCS1217,Avoidance: F-febs or M-fybd Patrilateral Parallel Cousin,"Kin Avoidance defined as reciprocal communicative avoidance: neither one can talk to the other.

White, D. R. (1989). Kinship avoidance. World Cultures 5(4).",,Kinship,Categorical,,white1989avoidance,,,dplace-dataset-sccs
SCCS1218,Avoidance: F-fybs or M-febd Patrilateral Parallel Cousin,"Kin Avoidance defined as reciprocal communicative avoidance: neither one can talk to the other.

White, D. R. (1989). Kinship avoidance. World Cultures 5(4).",,Kinship,Categorical,,white1989avoidance,,,dplace-dataset-sccs
SCCS1219,Avoidance: F-mbs or M-fzd Patrilateral Cross-cousin,"Kin Avoidance defined as reciprocal communicative avoidance: neither one can talk to the other.

White, D. R. (1989). Kinship avoidance. World Cultures 5(4).",,Kinship,Categorical,,white1989avoidance,,,dplace-dataset-sccs
SCCS1220,Avoidance: F-fzs or M-mbd Matrilateral Cross-cousin,"Kin Avoidance defined as reciprocal communicative avoidance: neither one can talk to the other.

White, D. R. (1989). Kinship avoidance. World Cultures 5(4).",,Kinship,Categorical,,white1989avoidance,,,dplace-dataset-sccs
SCCS1221,Avoidance: M-fzs or M-mbs Male Cross-cousins,"Kin Avoidance defined as reciprocal communicative avoidance: neither one can talk to the other.

White, D. R. (1989). Kinship avoidance. World Cultures 5(4).",,Kinship,Categorical,,white1989avoidance,,,dplace-dataset-sccs
SCCS1222,Avoidance: F-fzd or F-mbd Female Cross-cousins,"Kin Avoidance defined as reciprocal communicative avoidance: neither one can talk to the other.

White, D. R. (1989). Kinship avoidance. World Cultures 5(4).",,Kinship,Categorical,,white1989avoidance,,,dplace-dataset-sccs
SCCS1223,Avoidance: M-fz or F-bs Paternal Aunt-nephew,"Kin Avoidance defined as reciprocal communicative avoidance: neither one can talk to the other.

White, D. R. (1989). Kinship avoidance. World Cultures 5(4).",,Kinship,Categorical,,white1989avoidance,,,dplace-dataset-sccs
SCCS1224,Avoidance: F-mb or M-zd Maternal Uncle-neice,"Kin Avoidance defined as reciprocal communicative avoidance: neither one can talk to the other.

White, D. R. (1989). Kinship avoidance. World Cultures 5(4).",,Kinship,Categorical,,white1989avoidance,,,dplace-dataset-sccs
SCCS1225,Avoidance: F-hzd or M-mbw Maternal Uncle's Wife,"Kin Avoidance defined as reciprocal communicative avoidance: neither one can talk to the other.

White, D. R. (1989). Kinship avoidance. World Cultures 5(4).",,Kinship,Categorical,,white1989avoidance,,,dplace-dataset-sccs
SCCS1226,Sister and Brother,"Murdock, G. P. (1965). Ethnographic Atlas IVX. Ethnology, 4(2) 241-250.",,Kinship,Categorical,,murdock1965kinship,,,dplace-dataset-sccs
SCCS1227,Wife's Mother and Daughter's Husband,"Murdock, G. P. (1965). Ethnographic Atlas IVX. Ethnology, 4(2) 241-250.",,Kinship,Categorical,,murdock1965kinship,,,dplace-dataset-sccs
SCCS1228,Husband's Mother and Son's Wife,"Murdock, G. P. (1965). Ethnographic Atlas IVX. Ethnology, 4(2) 241-250.",,Kinship,Categorical,,murdock1965kinship,,,dplace-dataset-sccs
SCCS1229,Mother's Brother's Wife and Husband's Sister's Son,"Murdock, G. P. (1965). Ethnographic Atlas IVX. Ethnology, 4(2) 241-250.",,Kinship,Categorical,,murdock1965kinship,,,dplace-dataset-sccs
SCCS1230,Wife's Brother's Daughter and Father's Sister's Husband,"Murdock, G. P. (1965). Ethnographic Atlas IVX. Ethnology, 4(2) 241-250.",,Kinship,Categorical,,murdock1965kinship,,,dplace-dataset-sccs
SCCS1231,Mother's Brother's Son and Father's Sister's Son,"Murdock, G. P. (1965). Ethnographic Atlas IVX. Ethnology, 4(2) 241-250.",,Kinship,Categorical,,murdock1965kinship,,,dplace-dataset-sccs
SCCS1232,Father's Sister's Daughter and Mother's Brother's Son,"Murdock, G. P. (1965). Ethnographic Atlas IVX. Ethnology, 4(2) 241-250.",,Kinship,Categorical,,murdock1965kinship,,,dplace-dataset-sccs
SCCS1233,Elder Brother's Wife and Husband's Younger Brother,"Murdock, G. P. (1965). Ethnographic Atlas IVX. Ethnology, 4(2) 241-250.",,Kinship,Categorical,,murdock1965kinship,,,dplace-dataset-sccs
SCCS1234,Younger Brother's Wife and Husband's Elder Brother,"Murdock, G. P. (1965). Ethnographic Atlas IVX. Ethnology, 4(2) 241-250.",,Kinship,Categorical,,murdock1965kinship,,,dplace-dataset-sccs
SCCS1235,Wife's Elder Sister and Younger Sister's Husband,"Murdock, G. P. (1965). Ethnographic Atlas IVX. Ethnology, 4(2) 241-250.",,Kinship,Categorical,,murdock1965kinship,,,dplace-dataset-sccs
SCCS1236,Wife's Younger Sister and Elder Sister's Husband,"Murdock, G. P. (1965). Ethnographic Atlas IVX. Ethnology, 4(2) 241-250.",,Kinship,Categorical,,murdock1965kinship,,,dplace-dataset-sccs
SCCS1237,Wife's Brother's Wife and Husband's Sister's Husband,"Murdock, G. P. (1965). Ethnographic Atlas IVX. Ethnology, 4(2) 241-250.",,Kinship,Categorical,,murdock1965kinship,,,dplace-dataset-sccs
SCCS1248,Female Body Type Considered Most Attractive,"Anderson, J. L., Crawford, C. B., Nadeau, J., & Lindberg, T. (1992). Was the Duchess of Windsor right? A cross-cultural review of the socioecology of ideals of female body shape. Ethology and Sociobiology, 13(3), 197-227.",,"Gender, Life cycle, Marriage",Ordinal,,anderson1992duchess,,,dplace-dataset-sccs
SCCS1249,Exposure of Adolescent Girls to Male Sexual Advances,"Anderson, J. L., Crawford, C. B., Nadeau, J., & Lindberg, T. (1992). Was the Duchess of Windsor right? A cross-cultural review of the socioecology of ideals of female body shape. Ethology and Sociobiology, 13(3), 197-227.",,"Gender, Life cycle, Marriage",Ordinal,,anderson1992duchess,,,dplace-dataset-sccs
SCCS1250,Consequences for Adolescent Girls Pregnant before Marriage,"Anderson, J. L., Crawford, C. B., Nadeau, J., & Lindberg, T. (1992). Was the Duchess of Windsor right? A cross-cultural review of the socioecology of ideals of female body shape. Ethology and Sociobiology, 13(3), 197-227.",,"Gender, Life cycle, Marriage",Ordinal,,anderson1992duchess,,,dplace-dataset-sccs
SCCS1251,Degree of Public Awareness of Menarche,"Anderson, J. L., Crawford, C. B., Nadeau, J., & Lindberg, T. (1992). Was the Duchess of Windsor right? A cross-cultural review of the socioecology of ideals of female body shape. Ethology and Sociobiology, 13(3), 197-227.",,"Gender, Life cycle, Marriage",Ordinal,,anderson1992duchess,,,dplace-dataset-sccs
SCCS1253,Pathogen stress: Leishmanias,"Low, B. S. (1994). Pathogen intensity cross-culturally. World Cultures, 8(1), 24-34.",,"Ecology, Health",Ordinal,,low1994pathogen,,,dplace-dataset-sccs
SCCS1254,Pathogen stress: Trypanosomes,"Low, B. S. (1994). Pathogen intensity cross-culturally. World Cultures, 8(1), 24-34.",,"Ecology, Health",Ordinal,,low1994pathogen,,,dplace-dataset-sccs
SCCS1255,Pathogen stress: Malaria,"Low, B. S. (1994). Pathogen intensity cross-culturally. World Cultures, 8(1), 24-34.",,"Ecology, Health",Ordinal,,low1994pathogen,,,dplace-dataset-sccs
SCCS1256,Pathogen stress: Schistosomes,"Low, B. S. (1994). Pathogen intensity cross-culturally. World Cultures, 8(1), 24-34.",,"Ecology, Health",Ordinal,,low1994pathogen,,,dplace-dataset-sccs
SCCS1257,Pathogen stress: Filariae,"Low, B. S. (1994). Pathogen intensity cross-culturally. World Cultures, 8(1), 24-34.",,"Ecology, Health",Ordinal,,low1994pathogen,,,dplace-dataset-sccs
SCCS1258,Pathogen stress: Spirochetes,"Low, B. S. (1994). Pathogen intensity cross-culturally. World Cultures, 8(1), 24-34.",,"Ecology, Health",Ordinal,,low1994pathogen,,,dplace-dataset-sccs
SCCS1259,Pathogen stress: Leprosy,"Low, B. S. (1994). Pathogen intensity cross-culturally. World Cultures, 8(1), 24-34.",,"Ecology, Health",Ordinal,,low1994pathogen,,,dplace-dataset-sccs
SCCS1260,Pathogen stress: Total Pathogen Stress,"Low, B. S. (1994). Pathogen intensity cross-culturally. World Cultures, 8(1), 24-34.",,"Ecology, Health",Ordinal,,low1994pathogen,,,dplace-dataset-sccs
SCCS1261,Ordinary Nutritional Conditions and Endemic Starvation,"Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.",,"Health, Subsistence",Ordinal,,dirks1993starvation,,,dplace-dataset-sccs
SCCS1262,Occurrence of Short-term Starvation,"Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.",,"Health, Subsistence",Ordinal,,dirks1993starvation,,,dplace-dataset-sccs
SCCS1263,Occurrence of Seasonal Starvation,"Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.",,"Health, Subsistence",Ordinal,,dirks1993starvation,,,dplace-dataset-sccs
SCCS1264,Temporal Control Codes for Seasonal Starvation,"Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.",,"Health, Subsistence",Ordinal,,dirks1993starvation,,,dplace-dataset-sccs
SCCS1265,Occurrence of Famine,"Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.",,"Health, Subsistence",Ordinal,,dirks1993starvation,,,dplace-dataset-sccs
SCCS1266,Temporal Control Codes for the Occurrence of Famine,"Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.",,"Health, Subsistence",Ordinal,,dirks1993starvation,,,dplace-dataset-sccs
SCCS1267,Severity of Famine,"Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.",,"Health, Subsistence",Ordinal,,dirks1993starvation,,,dplace-dataset-sccs
SCCS1268,Persistence of Famine,"Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.",,"Health, Subsistence",Ordinal,,dirks1993starvation,,,dplace-dataset-sccs
SCCS1269,Recurrence of Famine,"Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.",,"Health, Subsistence",Ordinal,,dirks1993starvation,,,dplace-dataset-sccs
SCCS1270,Contingency of Famine,"Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.",,"Health, Subsistence",Ordinal,,dirks1993starvation,,,dplace-dataset-sccs
SCCS1271,Adult Land Clearance: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1272,Adult Soil Preparation: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1273,Adult Planting: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1274,Adult Crop Tending: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1275,Adult Harvesting: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1276,Adult Agricultural Task Unspecified: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1277,Adult Other Agricultural Chores: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1278,Child Land Clearance: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1279,Child Soil Preparation: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1280,Child Planting: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1281,Child Crop Tending: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1282,Child Harvesting: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1283,Child Agricultural Task Unspecified: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1284,Child Other Agricultural Chores: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1285,Children under 6 Clear Land: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1286,Children under 6 Soil Preparation: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1287,Children under 6 Planting: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1288,Children under 6 Crop Tending: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1289,Children under 6 Harvesting: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1290,Children under 6 Agricultural Tasks Unspecified: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1291,Children under 6 Other Agricultural Chores: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1292,Children 6 to 10 Clear Land: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1293,Children 6 to 10 Soil Preparation: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1294,Children 6 to 10 Planting: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1295,Children 6 to 10 Crop Tending: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1296,Children 6 to 10 Harvesting: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1297,Children 6 to 10 Agricultural Tasks Unspecified: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1298,Children 6 to 10 Other Agricultural Chores: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1299,Children over 10 Clear Land: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1300,Children over 10 Soil Preparation: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1301,Children over 10 Planting: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1302,Children over 10 Crop Tending: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1303,Children over 10 Harvesting: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1304,Children over 10 Agricultural Tasks Unspecified: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1305,Children over 10 Other Agricultural Chores: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1306,Uses of Fruits of Labour: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1307,Children Clear Land Alone: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1308,Children Prepare Soil Alone: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1309,Children Plant Alone: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1310,Children Tend Crops Alone: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1311,Children Harvest Alone: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1312,Children Do Unspecified Agricultural Tasks Alone: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1313,Children Do Other Agricultural Chores Alone: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1314,Children Clear Land with Other Kids: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1315,Children Prepare Soil with Other Kids: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1316,Children Plant with Other Kids: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1317,Children Tend Crops with Other Kids: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1318,Children Harvest with Other Kids: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1319,Children Do Unspecified Chores with Other Kids: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1320,Children Do Other Agricultural Chores with Other Kids: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)",dplace-dataset-sccs
SCCS1321,Children Clear Land with Adults: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1322,Children Prepare Soil with Adults: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)",dplace-dataset-sccs
SCCS1323,Children Plant with Adults: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)",dplace-dataset-sccs
SCCS1324,Children Tend Crops with Adults: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)",dplace-dataset-sccs
SCCS1325,Children Harvest with Adults: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)",dplace-dataset-sccs
SCCS1326,Children Do Unspecified Agricultural Tasks with Adults: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)",dplace-dataset-sccs
SCCS1327,Children Do Other Agricultural Chores with Adults: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)",dplace-dataset-sccs
SCCS1328,Importance of Boy Clearing: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)",dplace-dataset-sccs
SCCS1329,Importance of Boy Preparing Soil: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)",dplace-dataset-sccs
SCCS1330,Importance of Boy Planting: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)",dplace-dataset-sccs
SCCS1331,Importance of Boy Tending Crops: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)",dplace-dataset-sccs
SCCS1332,Importance of Boy Harvesting: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)",dplace-dataset-sccs
