ID,Var_ID,Name,Description,ord
SCCS1932-NA,SCCS1932,NA,Missing data,99
SCCS1933-0,SCCS1933,Both raters say it is absent,Both raters say it is absent,0
SCCS1933-1,SCCS1933,Raters disagree on presence,Raters disagree on presence,1
SCCS1933-2,SCCS1933,Both raters say it is present,Both raters say it is present,2
SCCS1933-NA,SCCS1933,NA,Missing data,99
SCCS1934-0,SCCS1934,Both raters say it is absent,Both raters say it is absent,0
SCCS1934-1,SCCS1934,Raters disagree on presence,Raters disagree on presence,1
SCCS1934-2,SCCS1934,Both raters say it is present,Both raters say it is present,2
SCCS1934-NA,SCCS1934,NA,Missing data,99
SCCS1935-0,SCCS1935,Both raters say it is absent,Both raters say it is absent,0
SCCS1935-1,SCCS1935,Raters disagree on presence,Raters disagree on presence,1
SCCS1935-2,SCCS1935,Both raters say it is present,Both raters say it is present,2
SCCS1935-NA,SCCS1935,NA,Missing data,99
SCCS1936-0,SCCS1936,Both raters say it is absent,Both raters say it is absent,0
SCCS1936-1,SCCS1936,Raters disagree on presence,Raters disagree on presence,1
SCCS1936-2,SCCS1936,Both raters say it is present,Both raters say it is present,2
SCCS1936-NA,SCCS1936,NA,Missing data,99
SCCS1937-0,SCCS1937,Both raters say it is absent,Both raters say it is absent,0
SCCS1937-1,SCCS1937,Raters disagree on presence,Raters disagree on presence,1
SCCS1937-2,SCCS1937,Both raters say it is present,Both raters say it is present,2
SCCS1937-NA,SCCS1937,NA,Missing data,99
SCCS1938-0,SCCS1938,Both raters say it is absent,Both raters say it is absent,0
SCCS1938-1,SCCS1938,Raters disagree on presence,Raters disagree on presence,1
SCCS1938-2,SCCS1938,Both raters say it is present,Both raters say it is present,2
SCCS1938-NA,SCCS1938,NA,Missing data,99
SCCS1939-0,SCCS1939,Both raters say it is absent,Both raters say it is absent,0
SCCS1939-1,SCCS1939,Raters disagree on presence,Raters disagree on presence,1
SCCS1939-2,SCCS1939,Both raters say it is present,Both raters say it is present,2
SCCS1939-NA,SCCS1939,NA,Missing data,99
SCCS1940-0,SCCS1940,Both raters say it is absent,Both raters say it is absent,0
SCCS1940-1,SCCS1940,Raters disagree on presence,Raters disagree on presence,1
SCCS1940-2,SCCS1940,Both raters say it is present,Both raters say it is present,2
SCCS1940-NA,SCCS1940,NA,Missing data,99
SCCS1941-0,SCCS1941,Absent,Absent,0
SCCS1941-1,SCCS1941,Present,Present,1
SCCS1941-NA,SCCS1941,NA,Missing data,99
SCCS1942-0,SCCS1942,None,None,0
SCCS1942-8,SCCS1942,8 (on a scale of approx. 1-27),8 (on a scale of approx. 1-27),8
SCCS1942-10,SCCS1942,10 (on a scale of approx. 1-27),10 (on a scale of approx. 1-27),10
SCCS1942-12,SCCS1942,12 (on a scale of approx. 1-27),12 (on a scale of approx. 1-27),12
SCCS1942-13,SCCS1942,13 (on a scale of approx. 1-27),13 (on a scale of approx. 1-27),13
SCCS1942-15,SCCS1942,15 (on a scale of approx. 1-27),15 (on a scale of approx. 1-27),15
SCCS1942-17,SCCS1942,17 (on a scale of approx. 1-27),17 (on a scale of approx. 1-27),17
SCCS1942-18,SCCS1942,18 (on a scale of approx. 1-27),18 (on a scale of approx. 1-27),18
SCCS1942-20,SCCS1942,20 (on a scale of approx. 1-27),20 (on a scale of approx. 1-27),20
SCCS1942-22,SCCS1942,22 (on a scale of approx. 1-27),22 (on a scale of approx. 1-27),22
SCCS1942-23,SCCS1942,23 (on a scale of approx. 1-27),23 (on a scale of approx. 1-27),23
SCCS1942-25,SCCS1942,25 (on a scale of approx. 1-27),25 (on a scale of approx. 1-27),25
SCCS1942-27,SCCS1942,Terror,Terror,27
SCCS1942-NA,SCCS1942,NA,Missing data,99
SCCS1943-0,SCCS1943,Absent,Absent,0
SCCS1943-1,SCCS1943,Present,Present,1
SCCS1943-NA,SCCS1943,NA,Missing data,99
SCCS1944-2,SCCS1944,Women show much more of it than men,Women show much more of it than men,2
SCCS1944-3,SCCS1944,3 (on a scale of 1-10),3 (on a scale of 1-10),3
SCCS1944-4,SCCS1944,4 (on a scale of 1-10),4 (on a scale of 1-10),4
SCCS1944-5,SCCS1944,5 (on a scale of 1-10),5 (on a scale of 1-10),5
SCCS1944-6,SCCS1944,Sexes are approximately equal,Sexes are approximately equal,6
SCCS1944-8,SCCS1944,8 (on a scale of 1-10),8 (on a scale of 1-10),8
SCCS1944-NA,SCCS1944,NA,Missing data,99
SCCS1945-2,SCCS1945,Women show much more of it than men,Women show much more of it than men,2
SCCS1945-3,SCCS1945,3 (on a scale of 1-10),3 (on a scale of 1-10),3
SCCS1945-4,SCCS1945,4 (on a scale of 1-10),4 (on a scale of 1-10),4
SCCS1945-5,SCCS1945,5 (on a scale of 1-10),5 (on a scale of 1-10),5
SCCS1945-6,SCCS1945,Sexes are approximately equal,Sexes are approximately equal,6
SCCS1945-8,SCCS1945,8 (on a scale of 1-10),8 (on a scale of 1-10),8
SCCS1945-9,SCCS1945,9 (on a scale of 1-10),9 (on a scale of 1-10),9
SCCS1945-10,SCCS1945,Men show much more of it than women,Men show much more of it than women,10
SCCS1945-NA,SCCS1945,NA,Missing data,99
SCCS1946-2,SCCS1946,Women show much more of it than men,Women show much more of it than men do,2
SCCS1946-4,SCCS1946,4 (on a scale of 1-10),4 (on a scale of 1-10),4
SCCS1946-5,SCCS1946,5 (on a scale of 1-10),5 (on a scale of 1-10),5
SCCS1946-6,SCCS1946,Sexes are approximately equal,Sexes are approximately equal,6
SCCS1946-8,SCCS1946,8 (on a scale of 1-10),8 (on a scale of 1-10),8
SCCS1946-9,SCCS1946,9 (on a scale of 1-10),9 (on a scale of 1-10),9
SCCS1946-10,SCCS1946,Men show much more of it than women,Men show much more of it than women do,10
SCCS1946-NA,SCCS1946,NA,Missing data,99
SCCS1947-1,SCCS1947,Sexes are equal,Sexes are equal,1
SCCS1947-2,SCCS1947,2 (on a scale of 1-5),2 (on a scale of 1-5),2
SCCS1947-3,SCCS1947,3 (on a scale of 1-5),3 (on a scale of 1-5),3
SCCS1947-4,SCCS1947,4 (on a scale of 1-5),4 (on a scale of 1-5),4
SCCS1947-5,SCCS1947,Men show much more of the behavior,Men show much more of the behavior,5
SCCS1947-NA,SCCS1947,NA,Missing data,99
SCCS1948-0,SCCS1948,Specialists do nothing,Specialists do nothing,0
SCCS1948-1,SCCS1948,1 (on a scale of 0-9),1 (on a scale of 0-9),1
SCCS1948-2,SCCS1948,2 (on a scale of 0-9),2 (on a scale of 0-9),2
SCCS1948-3,SCCS1948,3 (on a scale of 0-9),3 (on a scale of 0-9),3
SCCS1948-4,SCCS1948,4 (on a scale of 0-9),4 (on a scale of 0-9),4
SCCS1948-5,SCCS1948,5 (on a scale of 0-9),5 (on a scale of 0-9),5
SCCS1948-6,SCCS1948,6 (on a scale of 0-9),6 (on a scale of 0-9),6
SCCS1948-7,SCCS1948,7 (on a scale of 0-9),7 (on a scale of 0-9),7
SCCS1948-8,SCCS1948,8 (on a scale of 0-9),8 (on a scale of 0-9),8
SCCS1948-9,SCCS1948,9 (on a scale of 0-9),9 (on a scale of 0-9),9
SCCS1948-NA,SCCS1948,NA,Missing data,99
SCCS1949-1,SCCS1949,1 (on a scale of 0-8),1 (on a scale of 0-8),1
SCCS1949-2,SCCS1949,2 (on a scale of 0-8),2 (on a scale of 0-8),2
SCCS1949-3,SCCS1949,3 (on a scale of 0-8),3 (on a scale of 0-8),3
SCCS1949-4,SCCS1949,4 (on a scale of 0-8),4 (on a scale of 0-8),4
SCCS1949-5,SCCS1949,5 (on a scale of 0-8),5 (on a scale of 0-8),5
SCCS1949-6,SCCS1949,6 (on a scale of 0-8),6 (on a scale of 0-8),6
SCCS1949-7,SCCS1949,7 (on a scale of 0-8),7 (on a scale of 0-8),7
SCCS1949-8,SCCS1949,A very large amount,A very large amount,8
SCCS1949-NA,SCCS1949,NA,Missing data,99
SCCS1950-1,SCCS1950,1 (on a scale of 0-8),1 (on a scale of 0-8),1
SCCS1950-2,SCCS1950,2 (on a scale of 0-8),2 (on a scale of 0-8),2
SCCS1950-3,SCCS1950,3 (on a scale of 0-8),3 (on a scale of 0-8),3
SCCS1950-4,SCCS1950,4 (on a scale of 0-8),4 (on a scale of 0-8),4
SCCS1950-5,SCCS1950,5 (on a scale of 0-8),5 (on a scale of 0-8),5
SCCS1950-6,SCCS1950,6 (on a scale of 0-8),6 (on a scale of 0-8),6
SCCS1950-7,SCCS1950,7 (on a scale of 0-8),7 (on a scale of 0-8),7
SCCS1950-8,SCCS1950,A very large deal,A very large deal,8
SCCS1950-NA,SCCS1950,NA,Missing data,99
SCCS1951-0,SCCS1951,Absent,Absent,0
SCCS1951-1,SCCS1951,Present,Present,1
SCCS1951-NA,SCCS1951,NA,Missing data,99
SCCS1952-0,SCCS1952,Absent,Absent,0
SCCS1952-1,SCCS1952,Present,Present,1
SCCS1952-NA,SCCS1952,NA,Missing data,99
SCCS1953-0,SCCS1953,Absent,Absent,0
SCCS1953-1,SCCS1953,Present,Present,1
SCCS1953-NA,SCCS1953,NA,Missing data,99
SCCS1954-0,SCCS1954,Absent,Absent,0
SCCS1954-1,SCCS1954,Present,Present,1
SCCS1954-NA,SCCS1954,NA,Missing data,99
SCCS1955-0,SCCS1955,Absent,Absent,0
SCCS1955-1,SCCS1955,Present,Present,1
SCCS1955-NA,SCCS1955,NA,Missing data,99
SCCS1956-0,SCCS1956,Absent,Absent,0
SCCS1956-1,SCCS1956,Present,Present,1
SCCS1956-NA,SCCS1956,NA,Missing data,99
SCCS1957-0,SCCS1957,Absent,Absent,0
SCCS1957-1,SCCS1957,Present,Present,1
SCCS1957-NA,SCCS1957,NA,Missing data,99
SCCS1958-0,SCCS1958,Absent,Absent,0
SCCS1958-1,SCCS1958,Present,Present,1
SCCS1958-NA,SCCS1958,NA,Missing data,99
SCCS1959-0,SCCS1959,Absent,Absent,0
SCCS1959-2,SCCS1959,2 (on a scale of 0-8),2 (on a scale of 0-8),2
SCCS1959-4,SCCS1959,Present for at least thirty days,Present for at least thirty days,4
SCCS1959-6,SCCS1959,6 (on a scale of 0-8),6 (on a scale of 0-8),6
SCCS1959-7,SCCS1959,7 (on a scale of 0-8),7 (on a scale of 0-8),7
SCCS1959-8,SCCS1959,8 (on a scale of 0-8),8 (on a scale of 0-8),8
SCCS1959-NA,SCCS1959,NA,Missing data,99
SCCS1960-0,SCCS1960,No,No,0
SCCS1960-1,SCCS1960,Yes,Yes,1
SCCS1960-NA,SCCS1960,NA,Missing data,99
SCCS1961-0,SCCS1961,Absent,Both coders say absent,0
SCCS1961-1,SCCS1961,Possibly present,One coder says absent,1
SCCS1961-2,SCCS1961,Present,Both coders say present,2
SCCS1961-NA,SCCS1961,NA,Missing data,99
SCCS1962-0,SCCS1962,Close to survivors,Close to survivors,0
SCCS1962-2,SCCS1962,2 (on a scale of 0-20),2 (on a scale of 0-20),2
SCCS1962-3,SCCS1962,3 (on a scale of 0-20),3 (on a scale of 0-20),3
SCCS1962-5,SCCS1962,5 (on a scale of 0-20),5 (on a scale of 0-20),5
SCCS1962-7,SCCS1962,7 (on a scale of 0-20),7 (on a scale of 0-20),7
SCCS1962-8,SCCS1962,8 (on a scale of 0-20),8 (on a scale of 0-20),8
SCCS1962-10,SCCS1962,10 (on a scale of 0-20),10 (on a scale of 0-20),10
SCCS1962-12,SCCS1962,12 (on a scale of 0-20),12 (on a scale of 0-20),12
SCCS1962-13,SCCS1962,13 (on a scale of 0-20),13 (on a scale of 0-20),13
SCCS1962-15,SCCS1962,15 (on a scale of 0-20),15 (on a scale of 0-20),15
SCCS1962-17,SCCS1962,17 (on a scale of 0-20),17 (on a scale of 0-20),17
SCCS1962-18,SCCS1962,18 (on a scale of 0-20),18 (on a scale of 0-20),18
SCCS1962-20,SCCS1962,Always away from survivors,Always away from survivors,20
SCCS1962-NA,SCCS1962,NA,Missing data,99
SCCS1963-0,SCCS1963,Absent,Absent,0
SCCS1963-1,SCCS1963,Present,Present,1
SCCS1963-NA,SCCS1963,NA,Missing data,99
SCCS1966-0,SCCS1966,Absent,Absent,0
SCCS1966-1,SCCS1966,Present,Present,1
SCCS1966-NA,SCCS1966,NA,Missing data,99
SCCS1967-0,SCCS1967,No,No,0
SCCS1967-1,SCCS1967,Yes,Yes,1
SCCS1967-NA,SCCS1967,NA,Missing data,99
SCCS1968-0,SCCS1968,None,None,0
SCCS1968-2,SCCS1968,2 (on a scale of 0-11),2 (on a scale of 0-11),2
SCCS1968-4,SCCS1968,4 (on a scale of 0-11),4 (on a scale of 0-11),4
SCCS1968-5,SCCS1968,5 (on a scale of 0-11),5 (on a scale of 0-11),5
SCCS1968-6,SCCS1968,6 (on a scale of 0-11),6 (on a scale of 0-11),6
SCCS1968-7,SCCS1968,7 (on a scale of 0-11),7 (on a scale of 0-11),7
SCCS1968-8,SCCS1968,8 (on a scale of 0-11),8 (on a scale of 0-11),8
SCCS1968-10,SCCS1968,10 (on a scale of 0-11),10 (on a scale of 0-11),10
SCCS1968-11,SCCS1968,11 (on a scale of 0-11),11 (on a scale of 0-11),11
SCCS1968-NA,SCCS1968,NA,Missing data,99
SCCS1969-0,SCCS1969,No taboo,No taboo,0
SCCS1969-1,SCCS1969,1 (on a scale of 0-8),1 (on a scale of 0-8),1
SCCS1969-2,SCCS1969,2 (on a scale of 0-8),2 (on a scale of 0-8),2
SCCS1969-4,SCCS1969,Name taboo present and permanent,Name taboo present and permanent,4
SCCS1969-6,SCCS1969,6 (on a scale of 0-8),6 (on a scale of 0-8),6
SCCS1969-7,SCCS1969,7 (on a scale of 0-8),7 (on a scale of 0-8),7
SCCS1969-8,SCCS1969,8 (on a scale of 0-8),8 (on a scale of 0-8),8
SCCS1969-NA,SCCS1969,NA,Missing data,99
SCCS1970-0,SCCS1970,No,No,0
SCCS1970-1,SCCS1970,Yes,Yes,1
SCCS1970-NA,SCCS1970,NA,Missing data,99
SCCS1971-0,SCCS1971,No,No,0
SCCS1971-1,SCCS1971,Yes,Yes,1
SCCS1971-NA,SCCS1971,NA,Missing data,99
SCCS1972-0,SCCS1972,No,No,0
SCCS1972-1,SCCS1972,Yes,Yes,1
SCCS1972-NA,SCCS1972,NA,Missing data,99
SCCS1973-0,SCCS1973,Absent,Absent,0
SCCS1973-2,SCCS1973,Possibly present,Possibly present,2
SCCS1973-4,SCCS1973,Definitely present,Definitely present,4
SCCS1973-NA,SCCS1973,NA,Missing data,99
SCCS1974-0,SCCS1974,Absent,Both coders say absent,0
SCCS1974-1,SCCS1974,Possibly present,One coder says absent,1
SCCS1974-2,SCCS1974,Present,Both coders say present,2
SCCS1974-NA,SCCS1974,NA,Missing data,99
SCCS1980-0,SCCS1980,Absent,Absent,0
SCCS1980-1,SCCS1980,Present,Present,1
SCCS1980-NA,SCCS1980,NA,Missing data,99
SCCS1981-0,SCCS1981,No,No,0
SCCS1981-1,SCCS1981,Yes,Yes,1
SCCS1981-NA,SCCS1981,NA,Missing data,99
SCCS1982-0,SCCS1982,No,No,0
SCCS1982-1,SCCS1982,Yes,Yes,1
SCCS1982-NA,SCCS1982,NA,Missing data,99
SCCS1983-0,SCCS1983,No,No,0
SCCS1983-1,SCCS1983,Yes,Yes,1
SCCS1983-NA,SCCS1983,NA,Missing data,99
SCCS1984-0,SCCS1984,No,No,0
SCCS1984-1,SCCS1984,Yes,Yes,1
SCCS1984-NA,SCCS1984,NA,Missing data,99
SCCS1985-1,SCCS1985,1 (on a scale of 1-7),1 (on a scale of 1-7),1
SCCS1985-2,SCCS1985,2 (on a scale of 1-7),2 (on a scale of 1-7),2
SCCS1985-3,SCCS1985,3 (on a scale of 1-7),3 (on a scale of 1-7),3
SCCS1985-4,SCCS1985,4 (on a scale of 1-7),4 (on a scale of 1-7),4
SCCS1985-5,SCCS1985,5 (on a scale of 1-7),5 (on a scale of 1-7),5
SCCS1985-6,SCCS1985,6 (on a scale of 1-7),6 (on a scale of 1-7),6
SCCS1985-7,SCCS1985,7 (on a scale of 1-7),7 (on a scale of 1-7),7
SCCS1985-NA,SCCS1985,NA,Missing data,99
SCCS1986-0,SCCS1986,Absent,Absent,0
SCCS1986-1,SCCS1986,Present,Present,1
SCCS1986-NA,SCCS1986,NA,Missing data,99
SCCS1987-0,SCCS1987,Absent,Absent,0
SCCS1987-1,SCCS1987,Present,Present,1
SCCS1987-NA,SCCS1987,NA,Missing data,99
SCCS1988-0,SCCS1988,Absent,Absent,0
SCCS1988-1,SCCS1988,Present,Present,1
SCCS1988-NA,SCCS1988,NA,Missing data,99
SCCS1989-0,SCCS1989,Absent,Absent,0
SCCS1989-1,SCCS1989,Present,Present,1
SCCS1989-NA,SCCS1989,NA,Missing data,99
SCCS1990-0,SCCS1990,Absent,Absent,0
SCCS1990-1,SCCS1990,Present,Present,1
SCCS1990-NA,SCCS1990,NA,Missing data,99
SCCS1991-0,SCCS1991,Absent,Absent,0
SCCS1991-1,SCCS1991,Present,Present,1
SCCS1991-NA,SCCS1991,NA,Missing data,99
SCCS1992-0,SCCS1992,Absent,Absent,0
SCCS1992-1,SCCS1992,Present,Present,1
SCCS1992-NA,SCCS1992,NA,Missing data,99
SCCS1993-0,SCCS1993,Absent,Absent,0
SCCS1993-1,SCCS1993,Present,Present,1
SCCS1993-NA,SCCS1993,NA,Missing data,99
SCCS1994-0,SCCS1994,Absent,Absent,0
SCCS1994-1,SCCS1994,Present,Present,1
SCCS1994-NA,SCCS1994,NA,Missing data,99
SCCS1995-0,SCCS1995,Absent,Absent,0
SCCS1995-1,SCCS1995,Present,Present,1
SCCS1995-NA,SCCS1995,NA,Missing data,99
SCCS1996-0,SCCS1996,No,No,0
SCCS1996-1,SCCS1996,Yes,Yes,1
SCCS1996-NA,SCCS1996,NA,Missing data,99
SCCS1997-0,SCCS1997,None,None,0
SCCS1997-2,SCCS1997,2 (on a scale of approx. 1-100),2 (on a scale of approx. 1-100),2
SCCS1997-10,SCCS1997,10 (on a scale of approx. 1-100),10 (on a scale of approx. 1-100),10
SCCS1997-15,SCCS1997,15 (on a scale of approx. 1-100),15 (on a scale of approx. 1-100),15
SCCS1997-20,SCCS1997,20 (on a scale of approx. 1-100),20 (on a scale of approx. 1-100),20
SCCS1997-30,SCCS1997,30 (on a scale of approx. 1-100),30 (on a scale of approx. 1-100),30
SCCS1997-40,SCCS1997,40 (on a scale of approx. 1-100),40 (on a scale of approx. 1-100),40
SCCS1997-45,SCCS1997,45 (on a scale of approx. 1-100),45 (on a scale of approx. 1-100),45
SCCS1997-60,SCCS1997,60 (on a scale of approx. 1-100),60 (on a scale of approx. 1-100),60
SCCS1997-70,SCCS1997,70 (on a scale of approx. 1-100),70 (on a scale of approx. 1-100),70
SCCS1997-80,SCCS1997,Entirely Christian,Entirely Christian,80
SCCS1997-NA,SCCS1997,NA,Missing data,99
SCCS1998-0,SCCS1998,None,None,0
SCCS1998-1,SCCS1998,1 (on a scale of 0-4),1 (on a scale of 0-4),1
SCCS1998-2,SCCS1998,2 (on a scale of 0-4),2 (on a scale of 0-4),2
SCCS1998-3,SCCS1998,3 (on a scale of 0-4),3 (on a scale of 0-4),3
SCCS1998-4,SCCS1998,Strong belief,Strong belief,4
SCCS1998-NA,SCCS1998,NA,Missing data,99
SCCS1999-0,SCCS1999,None,None,0
SCCS1999-2,SCCS1999,2 (on a scale of 0-8),2 (on a scale of 0-8),2
SCCS1999-3,SCCS1999,3 (on a scale of 0-8),3 (on a scale of 0-8),3
SCCS1999-4,SCCS1999,4 (on a scale of 0-8),4 (on a scale of 0-8),4
SCCS1999-6,SCCS1999,6 (on a scale of 0-8),6 (on a scale of 0-8),6
SCCS1999-7,SCCS1999,7 (on a scale of 0-8),7 (on a scale of 0-8),7
SCCS1999-8,SCCS1999,High degree of that,High degree of that,8
SCCS1999-NA,SCCS1999,NA,Missing data,99
SCCS2-1,SCCS2,Direct exchanges,Direct individual exchanges,1
SCCS2-2,SCCS2,Indirect exchanges,Indirect individual exchanges,2
SCCS2-3,SCCS2,Local markets,Local markets,3
SCCS2-4,SCCS2,Middlemen,Middlemen,4
SCCS2-5,SCCS2,3 or 4 of above,Three or four of above,5
SCCS2-NA,SCCS2,NA,Missing data,99
SCCS20-1,SCCS20,None,None,1
SCCS20-2,SCCS20,Individual households,Individual households,2
SCCS20-3,SCCS20,Communal facilities,Communal facilities,3
SCCS20-4,SCCS20,Political agent controlled,Political agent controlled repositories,4
SCCS20-5,SCCS20,Economic agent controlled,Economic agent controlled repositories,5
SCCS20-NA,SCCS20,NA,Missing data,99
SCCS200-1,SCCS200,"Trance, no possession","Trance behavior is known to occur, but there is no belief in possession.",1
SCCS200-2,SCCS200,Possession,A belief in possession exists.,2
SCCS200-3,SCCS200,T due to P only; P causes T only,Trance behavior is known to occur and is explained as due to possession. There is no possession belief referring to other experiences and there are no trance states with other explanations.,3
SCCS200-4,SCCS200,"Two T states, one due to P; P expl. T and others","Two types of trance states are known to occur. One which is explained as due to possession and one which is given another type of explanation. In addition to explaining trance, possession belief also refers to one or more other phenomena.",4
SCCS200-5,SCCS200,"T and P,  but T not due to P","There is both a trance state and a belief in possession, but this belief refers to phenomena other than trance, which is explained through other categories.",5
SCCS200-6,SCCS200,T due to P only; P explains T and others,"Trance explained as due to possession is known to occur, and there are no other trance states, but cases of possession outside of trance are also believed to occur.",6
SCCS200-7,SCCS200,"Two T states, one due to P; P explains T only","Trance states of two kinds are known to occur, some of which are explained by possession. No other phenomena are explained by possession.",7
SCCS200-8,SCCS200,No trance or possession,"No trance states of any kind are known to occur, and there is no belief in possession.",8
SCCS200-NA,SCCS200,Missing data,Missing data,99
SCCS2001-0,SCCS2001,0 (absent),Neither,0
SCCS2001-1,SCCS2001,1 (deep Islamization),Deep Islamization,1
SCCS2001-2,SCCS2001,2 (deep Christianization),Deep Christianization,2
SCCS2001-NA,SCCS2001,NA,Missing data,99
SCCS2002-0,SCCS2002,0 (indigenous religion),Indigenous religion,0
SCCS2002-1,SCCS2002,1 (deep Islamization),Deep Islamization,1
SCCS2002-2,SCCS2002,2 (deep Christianization),Deep Christianization,2
SCCS2002-3,SCCS2002,3 (superficial Islamization),Superficial Islamization,3
SCCS2002-4,SCCS2002,4 (superficial Christianization),Superficial Christianization,4
SCCS2002-5,SCCS2002,5 (Mahayana Buddhism),Mahayana Buddhism,5
SCCS2002-6,SCCS2002,6 (Hinayana Buddhism),Hinayana Buddhism,6
SCCS2002-7,SCCS2002,7 (Vajrayana Buddhism),Vajrayana Buddhism,7
SCCS2002-8,SCCS2002,8 (Hinduism),Hinduism,8
SCCS2002-NA,SCCS2002,NA,Missing data,99
SCCS201-1,SCCS201,Different,Pattern of marital residence differs in the first years of marriage relative to later years.,1
SCCS201-2,SCCS201,Same,Pattern of marital residence in the first years of marriage not different from later years.,2
SCCS201-NA,SCCS201,Missing data,Missing data,99
SCCS202-1,SCCS202,Rigid,"Rigid, characterized as: non-egalitarian, ascriptive status distinctions, autocratic, hierarchical political system, fixed residence and group membership, central authority, fixed religious rites.",1
SCCS202-2,SCCS202,Flexible,"Flexible, characterized as: egalitarian, achieved status distinctions, autocratic, democratic, federated or stateless political system, ease in residence and group changes, individualized or flexible religious rites.",2
SCCS202-NA,SCCS202,Missing data,Missing data,99
SCCS203-0,SCCS203,0-5%,Zero to 5 percent dependence,0
SCCS203-1,SCCS203,6-15%,6 to 15 percent dependence,1
SCCS203-2,SCCS203,16-25%,16 to 25 percent dependence,2
SCCS203-3,SCCS203,26-35%,26 to 35 percent dependence,3
SCCS203-4,SCCS203,36-45%,36 to 45 percent dependence,4
SCCS203-5,SCCS203,46-55%,46 to 55 percent dependence,5
SCCS203-6,SCCS203,56-65%,56 to 65 percent dependence,6
SCCS203-7,SCCS203,66-75%,66 to 75 percent dependence,7
SCCS203-8,SCCS203,76-85%,76 to 85 percent dependence,8
SCCS203-9,SCCS203,86-100%,86 to 100 percent dependence,9
SCCS203-NA,SCCS203,Missing data,Missing data,99
SCCS204-0,SCCS204,0-5%,Zero to 5 percent dependence,0
SCCS204-1,SCCS204,6-15%,6 to 15 percent dependence,1
SCCS204-2,SCCS204,16-25%,16 to 25 percent dependence,2
SCCS204-3,SCCS204,26-35%,26 to 35 percent dependence,3
SCCS204-4,SCCS204,36-45%,36 to 45 percent dependence,4
SCCS204-5,SCCS204,46-55%,46 to 55 percent dependence,5
SCCS204-6,SCCS204,56-65%,56 to 65 percent dependence,6
SCCS204-7,SCCS204,66-75%,66 to 75 percent dependence,7
SCCS204-8,SCCS204,76-85%,76 to 85 percent dependence,8
SCCS204-9,SCCS204,86-100%,86 to 100 percent dependence,9
SCCS204-NA,SCCS204,Missing data,Missing data,99
SCCS205-0,SCCS205,0-5%,Zero to 5 percent dependence,0
SCCS205-1,SCCS205,6-15%,6 to 15 percent dependence,1
SCCS205-2,SCCS205,16-25%,16 to 25 percent dependence,2
SCCS205-3,SCCS205,26-35%,26 to 35 percent dependence,3
SCCS205-4,SCCS205,36-45%,36 to 45 percent dependence,4
SCCS205-5,SCCS205,46-55%,46 to 55 percent dependence,5
SCCS205-6,SCCS205,56-65%,56 to 65 percent dependence,6
SCCS205-7,SCCS205,66-75%,66 to 75 percent dependence,7
SCCS205-8,SCCS205,76-85%,76 to 85 percent dependence,8
SCCS205-9,SCCS205,86-100%,86 to 100 percent dependence,9
SCCS205-NA,SCCS205,Missing data,Missing data,99
SCCS206-0,SCCS206,0-5%,Zero to 5 percent dependence,0
SCCS206-1,SCCS206,6-15%,6 to 15 percent dependence,1
SCCS206-2,SCCS206,16-25%,16 to 25 percent dependence,2
SCCS206-3,SCCS206,26-35%,26 to 35 percent dependence,3
SCCS206-4,SCCS206,36-45%,36 to 45 percent dependence,4
SCCS206-5,SCCS206,46-55%,46 to 55 percent dependence,5
SCCS206-6,SCCS206,56-65%,56 to 65 percent dependence,6
SCCS206-7,SCCS206,66-75%,66 to 75 percent dependence,7
SCCS206-8,SCCS206,76-85%,76 to 85 percent dependence,8
SCCS206-9,SCCS206,86-100%,86 to 100 percent dependence,9
SCCS206-NA,SCCS206,Missing data,Missing data,99
SCCS207-0,SCCS207,0-5%,Zero to 5 percent dependence,0
SCCS207-1,SCCS207,6-15%,6 to 15 percent dependence,1
SCCS207-2,SCCS207,16-25%,16 to 25 percent dependence,2
SCCS207-3,SCCS207,26-35%,26 to 35 percent dependence,3
SCCS207-4,SCCS207,36-45%,36 to 45 percent dependence,4
SCCS207-5,SCCS207,46-55%,46 to 55 percent dependence,5
SCCS207-6,SCCS207,56-65%,56 to 65 percent dependence,6
SCCS207-7,SCCS207,66-75%,66 to 75 percent dependence,7
SCCS207-8,SCCS207,76-85%,76 to 85 percent dependence,8
SCCS207-9,SCCS207,86-100%,86 to 100 percent dependence,9
SCCS207-NA,SCCS207,Missing data,Missing data,99
SCCS208-1,SCCS208,Bride-wealth,"Bride-price or bride-wealth, i.e., transfer of a substantial consideration in the form of livestock, goods, or money from the groom or his relatives to the kinsmen of the bride",1
SCCS208-2,SCCS208,Bride-service,"Bride-service, i.e., a substantial material consideration in which the principal element consists of labor or other services rendered by the groom to the bride's kinsmen",2
SCCS208-3,SCCS208,Token bride-wealth,"Token bride-price, i.e., a small or symbolic payment only",3
SCCS208-4,SCCS208,Gift exchange,"Gift exchange, i.e., reciprocal exchange of gifts of substantial value between the relatives of the bride and groom, or a continuing exchange of goods and services in approximately equal amounts between the groom or his kinsmen and the bride's relatives",4
SCCS208-5,SCCS208,Woman exchange,"Exchange, i.e., transfer of a sister or other female relative of the groom in exchange for the bride",5
SCCS208-6,SCCS208,Insignificant,"Absence of any significant consideration, or bridal gifts only",6
SCCS208-7,SCCS208,Dowry,"Dowry, i.e., transfer of a substantial amount of property from the bride's relatives to the bride, the groom, or the kinsmen of the latter",7
SCCS208-NA,SCCS208,Missing data,Missing data,99
